NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,TARGET,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_REGISTRATION,DAYS_LAST_PHONE_CHANGE
Cash loans,F,Y,State servant,Secondary / secondary special,0,0.70055806466925,0.2650494299443805,-3312.0,-3002.0
Cash loans,F,N,Working,Higher education,0,0.5926015196218188,0.7194907850918436,-1563.0,-862.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.7831606871195825,0.5190973382084597,-3812.0,-2521.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.7930841918306611,0.5567274263630174,-3894.0,-485.0
Cash loans,F,N,Pensioner,Higher education,0,0.1561607029295303,0.8599241760145402,-12817.0,0.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.753416250003921,0.4668640059537032,-5302.0,-1860.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.4308381378094504,0.7076993447402619,-6472.0,-83.0
Cash loans,F,N,Commercial associate,Higher education,0,0.2996010888441644,0.7180328113294772,-10930.0,-2173.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.3853014682648239,0.4650692149562261,-2438.0,-444.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.5246539739662929,0.5147465544741232,-9514.0,-1499.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.1516166749566633,0.511891801533151,-39.0,-92.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.5906731307975637,0.6212263380626669,-10174.0,-2368.0
Cash loans,F,N,Working,Higher education,0,0.5127151406646592,0.6769925032909132,-221.0,-847.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5549023280695493,0.6296742509538716,-2316.0,-385.0
Cash loans,F,N,Working,Higher education,0,0.1305296752393744,0.5147465544741232,-548.0,-913.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.4723348741045544,0.3996756156233169,-3005.0,-1066.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.471996976969789,0.7324033228040929,-2749.0,-235.0
Cash loans,M,N,Commercial associate,Higher education,1,0.4430445691274969,0.1411151004466126,-7157.0,-25.0
Cash loans,F,N,Commercial associate,Higher education,0,0.7375033141929427,0.7713615919194317,-2029.0,-2008.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.5626549154297692,0.7826078370261895,-10131.0,-1625.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5796429696467185,0.6092756673894402,-1607.0,-406.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,1,0.4562911010223129,0.1176137317080569,-669.0,-2100.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.5691012086047919,0.7801436381572275,-6145.0,-1580.0
Cash loans,F,Y,State servant,Secondary / secondary special,0,0.5952964662220811,0.5388627065779676,-1123.0,-284.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5103656321985133,0.1214082861631216,-4256.0,-1928.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.2351800032053978,0.3672910183026313,-3007.0,-1130.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.6984943178112694,0.5460231970049609,-8261.0,-1589.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.7084605094079163,0.6863823354047934,-6978.0,-1276.0
Cash loans,F,N,Working,Higher education,0,0.6919380549014572,0.1139223962922108,-1160.0,-630.0
Cash loans,M,N,State servant,Secondary / secondary special,0,0.3158752715773922,0.5814837058057234,-12118.0,-1092.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6485898603376894,0.7121551551910698,-3608.0,-432.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.258694789198233,0.8802684803872619,-7819.0,-2017.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6544136726370908,0.4014074137749511,-3696.0,-1981.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.7505123052948263,0.1654074596555436,-1969.0,-538.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.6617057655803965,0.4974688893052743,-9636.0,-1631.0
Cash loans,F,N,Commercial associate,Higher education,0,0.6152613016830595,0.5147465544741232,-13423.0,-2243.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.7318126829643194,0.4223696523543468,-11257.0,-1.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.526676845378904,0.6848276586890367,-4394.0,-923.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.6839720218799347,0.4543210601605785,-7352.0,-464.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.4799491353445865,0.6940926425266661,-1332.0,-2215.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.5210479194036634,0.4101025731788671,-8104.0,-109.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.6868529550976944,0.5147465544741232,-2609.0,-1072.0
Cash loans,M,N,Working,Higher education,0,0.5907365745922172,0.6313545365850379,-5613.0,-600.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.1646976584683178,0.6058362647264226,-1429.0,0.0
Cash loans,M,Y,Commercial associate,Higher education,0,0.6821209536272256,0.5147465544741232,-11722.0,-241.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.3033865338673881,0.8245949709919925,-795.0,-2780.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6859115051940209,0.5147465544741232,-11720.0,-254.0
Revolving loans,M,Y,Pensioner,Secondary / secondary special,0,0.5613145796836814,0.4650692149562261,-8273.0,-1272.0
Cash loans,F,Y,Pensioner,Higher education,0,0.2273047608564988,0.5147465544741232,-5374.0,-409.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5212825746831389,0.6801388218428291,-3091.0,0.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,1,0.6442365356404419,0.5147465544741232,-5558.0,0.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5115950898651702,0.6109913280868294,-8098.0,-951.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6868435482003503,0.6430255641096323,-6435.0,-1000.0
Cash loans,M,Y,Pensioner,Secondary / secondary special,0,0.2513828875676918,0.5884877883422673,-4589.0,0.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,1,0.5595745801358216,0.5352762504724826,-8064.0,-1752.0
Revolving loans,M,N,Commercial associate,Higher education,0,0.7454421334778405,0.3217352821966848,-3287.0,-801.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5527841596612536,0.5147465544741232,-3101.0,-974.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6343991608560137,0.5832379256761245,-9920.0,-1268.0
Cash loans,F,N,Working,Incomplete higher,0,0.7145112971634437,0.4329616670974407,-760.0,-589.0
Revolving loans,F,Y,Working,Higher education,0,0.691541704037092,0.8633633824101478,-8494.0,-397.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6783395117406407,0.2807895743848605,-3854.0,-1036.0
Cash loans,M,N,Working,Secondary / secondary special,1,0.1874787937044208,0.2238313174701554,-8468.0,-704.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6642757720417982,0.6144143775673561,-9043.0,-669.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.0891891244061992,0.7121551551910698,-6143.0,-132.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6832815081944951,0.4311917977993083,-8792.0,0.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6590279104992322,0.7165702448010511,-276.0,-1203.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,1,0.1275535223360066,0.2970866116472028,-8820.0,-1994.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.557347622511613,0.7958031328748403,-8041.0,-724.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.2877183772822952,0.0411859296094006,-6282.0,-1092.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.5663051863805107,0.6863823354047934,-10083.0,-752.0
Cash loans,M,Y,Pensioner,Secondary / secondary special,0,0.4144209497143983,0.5147465544741232,-2995.0,-427.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6952793695170073,0.5147465544741232,-9799.0,-615.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.71210541997097,0.5147465544741232,-1942.0,-292.0
Cash loans,M,Y,Working,Secondary / secondary special,1,0.7454130855213177,0.5147465544741232,-69.0,-1869.0
Revolving loans,F,N,Pensioner,Secondary / secondary special,0,0.7018821129456316,0.6545292802242897,-6888.0,-504.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6781104417993604,0.6161216908872079,-8784.0,-2112.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.7619392706871233,0.7001838506835805,-5876.0,-1696.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.5717482712305131,0.2238313174701554,-4315.0,-459.0
Revolving loans,F,Y,State servant,Secondary / secondary special,0,0.6117249965128135,0.2822484337007223,-6566.0,-719.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5000182842210787,0.5147465544741232,-8096.0,-1848.0
Cash loans,F,N,Pensioner,Higher education,0,0.7131085903960116,0.7898803468924867,-4468.0,-1408.0
Revolving loans,F,Y,Working,Secondary / secondary special,0,0.6536467203783061,0.6738300778602003,-1323.0,-985.0
Cash loans,M,N,Working,Lower secondary,0,0.4428880919769387,0.6279908192952864,-291.0,-1051.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.5440977939296764,0.6940926425266661,-7511.0,0.0
Cash loans,M,N,Commercial associate,Higher education,0,0.1770929875517939,0.2910973802776635,-4885.0,0.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.669367231344753,0.5147465544741232,-4534.0,0.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6888343636107258,0.8337869986815019,-5035.0,-1748.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.6002545607475925,0.7076993447402619,-3248.0,-383.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.5236013204131109,0.5147465544741232,-5814.0,-330.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.7143194502436864,0.5147465544741232,-5019.0,-1666.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.2073708018597564,0.6894791426446275,-624.0,0.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6763083158241175,0.4031416766587513,-8271.0,-303.0
Cash loans,M,N,Working,Secondary / secondary special,1,0.5423017615152536,0.4031416766587513,-4654.0,-1421.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.6985449738351033,0.6971469077844458,-5207.0,-1792.0
Cash loans,M,Y,Working,Higher education,0,0.5805484927124784,0.7946285827840042,-7387.0,-1589.0
Cash loans,M,Y,Working,Higher education,0,0.5156048009290936,0.2636468134452008,-9576.0,-1189.0
Revolving loans,M,Y,Working,Secondary / secondary special,0,0.3300604400090319,0.445396241560834,-3651.0,-285.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7153936862557085,0.3807996826489149,-6930.0,-1199.0
Cash loans,F,N,Pensioner,Higher education,0,0.5223083977387568,0.6658549219640212,-6065.0,-486.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.384457602752934,0.7016957740576931,-1086.0,-762.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.1067096719938434,0.6738300778602003,-2012.0,-862.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.3126848341117935,0.656158373001177,-6237.0,-102.0
Revolving loans,F,N,Working,Secondary / secondary special,0,0.5595907479266927,0.2009260877159709,-5413.0,-1093.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.6612503730215985,0.6041125998015721,-4754.0,-157.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.7225686835726302,0.5147465544741232,-1881.0,-576.0
Cash loans,F,Y,Working,Higher education,0,0.7428525067008077,0.3280631605201915,-8719.0,-1.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.4438109302098932,0.8224987619370829,-3245.0,0.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.4322597117557273,0.622922000268356,-804.0,-1157.0
Revolving loans,F,Y,Commercial associate,Higher education,0,0.6147176380257215,0.6706517530862718,-9074.0,-1393.0
Cash loans,M,Y,Commercial associate,Higher education,0,0.7386869392484723,0.6769925032909132,-979.0,-1104.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.7059020606932481,0.3441550073724169,-6181.0,-562.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.3284040266029165,0.8327850252992314,-288.0,-586.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.1220722358365658,0.3392876999089139,-4461.0,0.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,0,0.2961937073680762,0.4794489811780563,-447.0,-1975.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.2897437423298161,0.6706517530862718,-7709.0,0.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.7373889965587873,0.5884877883422673,-1423.0,-729.0
Revolving loans,F,N,Commercial associate,Secondary / secondary special,0,0.6543493783920105,0.3556387169923543,-7364.0,-220.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.3299975832132819,0.5147465544741232,-705.0,-2357.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.5973283861992881,0.7180328113294772,-7263.0,-1804.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6359548242312549,0.2636468134452008,-11616.0,-2643.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.6656642241881816,0.6512602186973006,-5597.0,-1698.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.5259572144505862,0.6109913280868294,-7357.0,-2.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.4716373082197941,0.1376544619182607,-5610.0,-1445.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.4553744051514684,0.5797274227921155,-6192.0,-133.0
Cash loans,M,Y,Working,Incomplete higher,0,0.5395594870784333,0.6528965519806539,-9060.0,-3402.0
Cash loans,M,Y,Commercial associate,Higher education,0,0.6282355148567279,0.7016957740576931,-5449.0,-1617.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6364609437051203,0.4118485559242397,-6009.0,-1864.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.7052479051725963,0.5147465544741232,-5532.0,-4.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.7070674389877311,0.8016009030071296,-7614.0,0.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.2375957266885555,0.175605979469379,-14420.0,-22.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6867447664971384,0.5147465544741232,-528.0,-508.0
Cash loans,F,Y,Working,Higher education,0,0.6936879281790878,0.656158373001177,-2747.0,-1489.0
Cash loans,M,N,Commercial associate,Secondary / secondary special,1,0.5958653150845469,0.5147465544741232,-569.0,-599.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.1915258625230554,0.228883416700673,-8419.0,-1108.0
Cash loans,F,Y,Working,Higher education,0,0.5683824914858611,0.7180328113294772,-2567.0,-1518.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.5815120124234876,0.4418358231994413,-4485.0,-735.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.2653117484731741,0.520897599048938,-9722.0,-1441.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.7381631882043115,0.4992720153045617,-2682.0,-855.0
Cash loans,F,N,Commercial associate,Higher education,0,0.6832673110717948,0.5147465544741232,-5959.0,-1544.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.5388803298295931,0.3723336657058204,-7816.0,-2619.0
Cash loans,F,N,Commercial associate,Higher education,1,0.5252429286405303,0.1198779608955348,-3912.0,-805.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6277144216827957,0.3409064264152384,-2765.0,-556.0
Cash loans,M,N,Working,Higher education,0,0.6025453335462858,0.7490217048463391,-2963.0,-1860.0
Cash loans,F,N,Working,Higher education,0,0.6566653322843329,0.5147465544741232,-2323.0,0.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.1607767421286488,0.8435435389318647,-8138.0,0.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6426612266884005,0.7898803468924867,-4418.0,-699.0
Cash loans,M,N,Pensioner,Secondary / secondary special,0,0.2684263905473512,0.5147465544741232,-707.0,-820.0
Cash loans,F,Y,State servant,Higher education,0,0.2174664030479912,0.5147465544741232,-970.0,-2075.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.3754987861575103,0.5147465544741232,-7146.0,-2007.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.3853843389668924,0.7407990879702335,-13595.0,-1524.0
Cash loans,F,Y,Commercial associate,Higher education,0,0.5315095260101802,0.5147465544741232,-1218.0,-172.0
Cash loans,F,N,Commercial associate,Higher education,0,0.5622997339827327,0.7922644738669378,-2118.0,-1993.0
Cash loans,F,N,Working,Higher education,0,0.7434577346902086,0.5147465544741232,-1163.0,-647.0
Cash loans,M,N,Pensioner,Secondary / secondary special,0,0.7144533050906038,0.3672910183026313,-8523.0,-3399.0
Cash loans,M,Y,Commercial associate,Incomplete higher,0,0.6777189158477637,0.5147465544741232,-14085.0,-943.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5648061432938791,0.6413682574954046,-6469.0,-965.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.5817195404944692,0.3425288720742255,-4245.0,-2595.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.2244332717180644,0.5549467685334323,-4469.0,-2040.0
Revolving loans,F,N,Working,Secondary / secondary special,0,0.4069745574924342,0.5136937663039473,-506.0,-189.0
Cash loans,F,Y,Commercial associate,Higher education,0,0.7239998516953141,0.4920600938649263,-1213.0,-1562.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.2570835416215306,0.180887977767074,-4472.0,-68.0
Cash loans,M,Y,Working,Higher education,0,0.6664910611458312,0.5147465544741232,-8642.0,-2151.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4388560632117509,0.5726825047161584,-4502.0,-492.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.2167973120763193,0.3328505641648731,-2066.0,-430.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5335835847653008,0.6413682574954046,-3533.0,0.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.7530463702842284,0.3689687382528466,-1410.0,-1501.0
Revolving loans,F,N,Working,Secondary / secondary special,0,0.4954590181517655,0.5919766183185521,-9962.0,-459.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7200983490572813,0.6722428897082422,-3678.0,-677.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5658056387496816,0.6642482627052363,-5483.0,-1637.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.3889903915439721,0.5478104658520093,-2758.0,0.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6661653120232807,0.7194907850918436,-565.0,-2018.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.4494911611559818,0.5814837058057234,-422.0,-119.0
Cash loans,M,N,Working,Incomplete higher,0,0.4710542716090835,0.4294236843421945,-7330.0,0.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5913285707252195,0.5147465544741232,-11830.0,-611.0
Cash loans,M,Y,Working,Higher education,0,0.0670703972185817,0.5147465544741232,-6637.0,-408.0
Cash loans,M,Y,Working,Secondary / secondary special,1,0.5142010578674685,0.3825018041447388,-550.0,-309.0
Revolving loans,M,N,Pensioner,Secondary / secondary special,0,0.7577213166781694,0.5147465544741232,-9949.0,-763.0
Cash loans,F,N,Working,Higher education,0,0.6607260571602155,0.3589512285783967,-4844.0,-1681.0
Cash loans,F,N,Working,Higher education,0,0.6670206716118839,0.5147465544741232,-10818.0,-633.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6978076827055344,0.4031416766587513,-7287.0,-631.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.5676044507580726,0.5136937663039473,-2164.0,-919.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.1942151121136184,0.5442347412142162,-11311.0,-1295.0
Cash loans,F,N,Working,Higher education,0,0.6691929818609819,0.7886807751817684,-9490.0,-2671.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5787262475312671,0.5147465544741232,-1223.0,-468.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.4311652679361839,0.7490217048463391,-7762.0,-1273.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.3242122129383218,0.5147465544741232,-6328.0,-757.0
Revolving loans,F,N,Pensioner,Secondary / secondary special,0,0.4488148664149661,0.3825018041447388,-1452.0,-509.0
Cash loans,F,N,Working,Higher education,0,0.2893568799155476,0.4650692149562261,-5768.0,-2.0
Cash loans,F,N,Working,Higher education,0,0.6525716451933674,0.5147465544741232,-1081.0,-1009.0
Cash loans,F,N,Commercial associate,Higher education,0,0.7569175230219005,0.2970866116472028,-3622.0,-1768.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.5938363067914445,0.6279908192952864,-4145.0,-1108.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.5728080967523365,0.4135967602644276,-9319.0,-539.0
Cash loans,M,Y,Working,Secondary / secondary special,0,0.6838207457119331,0.6940926425266661,-268.0,-1094.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.2608181866660505,0.5147465544741232,-603.0,-339.0
Revolving loans,M,N,Working,Higher education,0,0.3257664773792456,0.5147465544741232,-9201.0,-165.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.4811718682905032,0.5147465544741232,-3195.0,0.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.5372878237917023,0.5370699579791587,-2418.0,-1016.0
Cash loans,F,Y,Working,Higher education,0,0.0577698271071805,0.1566398270314114,-3992.0,0.0
Cash loans,M,Y,Pensioner,Higher education,0,0.5951489450237417,0.4083588531230431,-8277.0,0.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.6183727171171592,0.6397075677637197,-8637.0,-2207.0
Cash loans,M,N,Commercial associate,Higher education,0,0.5671320976041361,0.1027820144199289,-2498.0,-2121.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7010945036912625,0.7338145369642702,-2835.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.3386060680393529,0.5147465544741232,-8552.0,-2096.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6104985236342949,0.3962195720630885,-7127.0,-1586.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.078928863527329,0.6817058776720116,-599.0,0.0
Cash loans,F,N,Pensioner,Higher education,0,0.5115841619484653,0.5147465544741232,-1254.0,-727.0
Revolving loans,F,N,Commercial associate,Secondary / secondary special,0,0.5683932207321062,0.5954562029091491,-5657.0,-1558.0
Cash loans,M,N,Working,Lower secondary,0,0.6119379264654161,0.5147465544741232,-1224.0,-634.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.0343493120600439,0.8027454758994178,-11265.0,-2636.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.5147465544741233,0.1940678276718812,-7719.0,-892.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.3282063140036395,0.7610263695502636,-7815.0,0.0
Cash loans,F,N,Working,Higher education,0,0.2893074196073321,0.5046813193144684,-1401.0,0.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.6061009695427974,0.4489622731076524,-1673.0,-550.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.5789821318449596,0.6263042766749393,-13049.0,-390.0
Cash loans,F,Y,Pensioner,Higher education,0,0.4868570279356818,0.5147465544741232,-187.0,-1983.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.5447052576324019,0.3893387918468769,-744.0,-1146.0
Cash loans,F,Y,Pensioner,Higher education,0,0.5478976353547621,0.6674577419214722,-6077.0,-2208.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.24737553984111,0.6144143775673561,-11269.0,-2755.0
Revolving loans,M,Y,Commercial associate,Incomplete higher,0,0.7897959724409521,0.5147465544741232,-5833.0,0.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.3366450431395313,0.5147465544741232,-5741.0,-26.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6180165801218013,0.5478104658520093,-8578.0,-2982.0
Cash loans,M,Y,Working,Higher education,0,0.7497499405521713,0.6397075677637197,-1671.0,-817.0
Revolving loans,M,Y,Commercial associate,Higher education,0,0.6079944873326363,0.5064842396679806,-11575.0,-859.0
Cash loans,F,Y,Working,Secondary / secondary special,0,0.5713198715413325,0.7281412993111438,-10020.0,0.0
Cash loans,F,Y,Commercial associate,Higher education,0,0.6113249884349915,0.6894791426446275,-3809.0,-1610.0
Cash loans,F,N,Working,Higher education,0,0.4487337237131814,0.5147465544741232,-2561.0,-967.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6737178917977995,0.3572932680336494,-1311.0,-2029.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6585953579525093,0.6178261467332483,-4188.0,-961.0
Cash loans,F,N,State servant,Secondary / secondary special,0,0.1604053214783667,0.6092756673894402,-3402.0,-544.0
Cash loans,F,N,Working,Incomplete higher,0,0.6300264047511326,0.6144143775673561,-8451.0,-1722.0
Cash loans,F,N,State servant,Higher education,0,0.7084921247576248,0.4614823912998385,-3618.0,-1525.0
Cash loans,M,Y,Commercial associate,Secondary / secondary special,0,0.3620663994717873,0.7136313997323308,-4628.0,-2874.0
Cash loans,M,Y,Pensioner,Higher education,0,0.7011724019384843,0.807273923277881,-10737.0,-1596.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.6883560748697737,0.6956219298394389,-235.0,-926.0
Cash loans,F,N,State servant,Higher education,0,0.7336413078795547,0.6263042766749393,-10661.0,-1006.0
Cash loans,F,Y,Working,Higher education,0,0.6589050531427018,0.5147465544741232,-9716.0,-2440.0
Cash loans,M,Y,Pensioner,Secondary / secondary special,0,0.2814234054216209,0.511891801533151,-6168.0,-699.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.6718452214451704,0.266456808245056,-8851.0,-1589.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.6612454747026731,0.6690566947824041,-122.0,-1130.0
Cash loans,M,N,Working,Secondary / secondary special,0,0.4934201211114384,0.4031416766587513,-6407.0,-757.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.7005351276459034,0.3392876999089139,-9844.0,0.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.5307634658842417,0.3474182272002641,-3404.0,-2370.0
Revolving loans,M,Y,Working,Secondary / secondary special,0,0.6591114413014443,0.470456116119975,-7890.0,-1661.0
Cash loans,F,N,Commercial associate,Secondary / secondary special,0,0.661828131898523,0.3589512285783967,-4770.0,-2143.0
Cash loans,F,Y,Commercial associate,Secondary / secondary special,0,0.7460392070312609,0.5147465544741232,-6368.0,-939.0
Cash loans,F,N,Working,Secondary / secondary special,0,0.3538446569538329,0.5226973172821112,-8669.0,-209.0
Cash loans,F,Y,Commercial associate,Higher education,0,0.7928400670410002,0.3092753558842053,-1137.0,-1826.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.6056832342616917,0.3606125659189888,-13152.0,-283.0
Cash loans,F,N,Commercial associate,Higher education,0,0.6481112393044095,0.646329897706246,-149.0,-1697.0
Cash loans,F,N,Pensioner,Secondary / secondary special,0,0.1922651087487897,0.4329616670974407,-7481.0,-364.0
Cash loans,F,N,Working,Secondary / secondary special,1,0.3556917418054152,0.6832688314232291,-8102.0,0.0
Cash loans,M,Y,State servant,Higher education,0,0.5101306544474243,0.5147465544741232,-8138.0,-1521.0
Cash loans,M,N,Working,Higher education,0,0.7240610228691895,0.746300213050371,-972.0,0.0
